TEMPO_VIVIE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;BOLSA_FAMILIA;POP_RUA;GRAU_INSTRUCAO;COR_RACA;FAIXA_RENDA_FAMILIAR_PER_CAPITA;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Entre um e dois anos;Quase nunca;21/03/1970 00:00;49;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;09/10/1991 00:00;28;FEMININO;SIM;SIM;Medio completo;Preta;Ate R$89,00;0;CRAS GRANJA DE FREITAS;LESTE;19 a 24 Meses;out/19
Entre dois e cinco anos;Nunca;31/10/1995 00:00;23;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Ate seis meses;Todo mês;25/12/1993 00:00;25;FEMININO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;31/08/1993 00:00;26;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;19 a 24 Meses;out/19
Ate seis meses;Nunca;20/12/1974 00:00;44;FEMININO;SIM;SIM;Medio completo;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;30/08/1984 00:00;35;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Entre dois e cinco anos;Todo ano;04/08/1970 00:00;49;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;30;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;02/12/1982 00:00;36;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;out/19
Ate seis meses;Toda semana;11/10/1997 00:00;22;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$89,00;20;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;out/19
Entre um e dois anos;Toda semana;08/02/1976 00:00;43;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre dois e cinco anos;Nunca;12/10/1988 00:00;31;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre seis meses e um ano;Quase nunca;05/08/1976 00:00;43;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;out/19
Mais de dez anos;Quase nunca;02/08/1981 00:00;38;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre seis meses e um ano;Toda semana;30/12/1975 00:00;43;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo ano;02/08/1964 00:00;55;FEMININO;SIM;SIM;Sem instrucao;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Toda semana;17/10/1970 00:00;49;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;100;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;01/04/1965 00:00;54;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Entre R$178,01 ate 1/2 S.M.;0;CRAS VILA CEMIG;BARREIRO;ate 12 Meses;out/19
Mais de dez anos;Todo ano;25/07/1975 00:00;44;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;23/08/1971 00:00;48;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Nunca;15/03/1985 00:00;34;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre seis meses e um ano;Nunca;27/08/1976 00:00;43;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Todo mês;08/09/1985 00:00;34;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;out/19
Mais de dez anos;Quase nunca;31/12/1983 00:00;35;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;19 a 24 Meses;out/19
Ate seis meses;Nunca;28/03/1994 00:00;25;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;80;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Nunca;07/04/1977 00:00;42;FEMININO;SIM;SIM;Fundamental completo;Branca;Ate R$89,00;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Ate seis meses;Toda semana;06/04/1990 00:00;29;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;70;CRAS VILA SANTA RITA DE CASSIA;CENTRO-SUL;19 a 24 Meses;out/19
Entre um e dois anos;Todo mês;13/06/1986 00:00;33;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$89,00;300;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Todo mês;05/11/1996 00:00;22;FEMININO;SIM;SIM;Medio incompleto;Branca;Ate R$89,00;130;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Nunca;18/08/1996 00:00;23;FEMININO;SIM;SIM;Medio incompleto;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;VENDA NOVA;ate 12 Meses;out/19
Ate seis meses;Toda semana;01/04/1980 00:00;39;FEMININO;SIM;SIM;Medio incompleto;Preta;Ate R$89,00;60;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Mais de dez anos;Toda semana;28/06/1985 00:00;34;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Entre seis meses e um ano;Toda semana;29/07/1994 00:00;25;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NORDESTE;19 a 24 Meses;out/19
Ate seis meses;Nunca;26/11/2017 00:00;1;FEMININO;SIM;SIM;NÃ£o Informado;Parda;Ate R$89,00;;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Mais de dez anos;Toda semana;29/12/1976 00:00;42;FEMININO;SIM;SIM;Medio completo;Preta;Ate R$89,00;200;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Entre dois e cinco anos;Toda semana;07/10/1975 00:00;44;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;out/19
Entre um e dois anos;Nunca;29/03/1999 00:00;20;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;20;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre seis meses e um ano;Todo ano;13/10/1972 00:00;47;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre dois e cinco anos;Quase nunca;22/04/1980 00:00;39;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;19/03/1980 00:00;39;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;13/11/1976 00:00;42;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre um e dois anos;Quase nunca;13/09/1962 00:00;57;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;NORDESTE;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;26/05/1974 00:00;45;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;250;CRAS VILA SENHOR DOS PASSOS;NOROESTE;19 a 24 Meses;out/19
Entre cinco e dez anos;Todo ano;24/04/1981 00:00;38;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;60;CRAS VILA SENHOR DOS PASSOS;NOROESTE;19 a 24 Meses;out/19
Entre dois e cinco anos;Todo mês;30/05/1981 00:00;38;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;500;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;06/08/1996 00:00;23;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NORDESTE;19 a 24 Meses;out/19
Mais de dez anos;Quase nunca;19/07/1996 00:00;23;FEMININO;SIM;SIM;Sem instrucao;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;BARREIRO;19 a 24 Meses;out/19
Ate seis meses;Nunca;03/02/1972 00:00;47;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;CRAS MORRO DAS PEDRAS - GRACA SABOIA;OESTE;ate 12 Meses;out/19
Entre um e dois anos;Nunca;16/01/1987 00:00;32;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;19 a 24 Meses;out/19
Ate seis meses;Nunca;02/10/1956 00:00;63;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre seis meses e um ano;Nunca;08/09/1971 00:00;48;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Nunca;28/10/1986 00:00;32;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;19 a 24 Meses;out/19
Entre seis meses e um ano;Todo mês;06/05/1988 00:00;31;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre seis meses e um ano;Nunca;04/01/1977 00:00;42;FEMININO;SIM;SIM;Sem instrucao;Parda;Ate R$89,00;30;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre dois e cinco anos;Nunca;25/09/1979 00:00;40;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Toda semana;07/11/1977 00:00;41;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;19 a 24 Meses;out/19
Ate seis meses;Toda semana;07/01/1984 00:00;35;FEMININO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;CRAS VILA BIQUINHAS;NORTE;19 a 24 Meses;out/19
Entre um e dois anos;Todo dia;11/03/1961 00:00;58;FEMININO;SIM;SIM;Sem instrucao;Preta;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;19 a 24 Meses;out/19
Ate seis meses;Todo mês;15/09/1994 00:00;25;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Nunca;04/03/1969 00:00;50;FEMININO;SIM;SIM;Sem instrucao;Parda;Ate R$89,00;0;CRAS TAQUARIL;LESTE;ate 12 Meses;out/19
Mais de dez anos;Nunca;05/12/1980 00:00;38;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;100;ENDERECO FORA AREA CRAS;LESTE;19 a 24 Meses;out/19
Ate seis meses;Quase nunca;06/12/1993 00:00;25;FEMININO;SIM;SIM;Medio completo;Preta;Ate R$89,00;0;CRAS VILA MARIA;NORDESTE;ate 12 Meses;out/19
Ate seis meses;Quase nunca;07/08/1993 00:00;26;FEMININO;SIM;SIM;Medio incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;19 a 24 Meses;out/19
Ate seis meses;Nunca;01/10/1999 00:00;20;FEMININO;SIM;SIM;Medio completo;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Quase nunca;03/02/1981 00:00;38;FEMININO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;CRAS VILA MARCOLA;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;24/06/1997 00:00;22;FEMININO;SIM;SIM;Fundamental completo;Preta;Ate R$89,00;20;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;out/19
Ate seis meses;Nunca;21/11/1961 00:00;57;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS JARDIM FELICIDADE;NORTE;ate 12 Meses;out/19
Ate seis meses;Toda semana;20/02/1990 00:00;29;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;19 a 24 Meses;out/19
Entre dois e cinco anos;Toda semana;07/03/1983 00:00;36;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS VILA SANTA RITA DE CASSIA;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;04/04/1972 00:00;47;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;70;ENDERECO FORA AREA CRAS;NOROESTE;19 a 24 Meses;out/19
Ate seis meses;Todo ano;08/12/1982 00:00;36;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Todo mês;03/08/1983 00:00;36;FEMININO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre cinco e dez anos;Quase nunca;01/11/1986 00:00;32;FEMININO;SIM;SIM;Sem instrucao;Preta;Ate R$89,00;15;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Quase nunca;19/11/1974 00:00;44;FEMININO;SIM;SIM;Medio incompleto;Branca;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;19 a 24 Meses;out/19
Mais de dez anos;Todo mês;05/07/1977 00:00;42;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre seis meses e um ano;Todo mês;01/06/1987 00:00;32;FEMININO;SIM;SIM;Sem instrucao;Branca;Ate R$89,00;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Entre seis meses e um ano;Todo dia;26/09/1994 00:00;25;FEMININO;SIM;SIM;Medio completo;Preta;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;19 a 24 Meses;out/19
Entre dois e cinco anos;Todo mês;12/10/1965 00:00;54;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS NOVO AARAO REIS - BRASILINA MARIA DE OLIVEIRA;NORTE;13 a 18 Meses;out/19
Entre seis meses e um ano;Nunca;30/03/1971 00:00;48;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Toda semana;02/02/1981 00:00;38;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;19 a 24 Meses;out/19
Ate seis meses;Todo dia;03/10/1979 00:00;40;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;13/05/2017 00:00;2;FEMININO;SIM;SIM;NÃ£o Informado;Parda;Ate R$89,00;;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;out/19
Ate seis meses;Nunca;22/08/1995 00:00;24;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;out/19
Entre dois e cinco anos;Toda semana;07/05/1989 00:00;30;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Nunca;30/05/1952 00:00;67;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Entre R$178,01 ate 1/2 S.M.;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;out/19
Entre um e dois anos;Todo mês;20/07/1981 00:00;38;FEMININO;SIM;SIM;Fundamental completo;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;13/04/1983 00:00;36;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;17/11/1994 00:00;24;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Ate seis meses;Nunca;28/02/1972 00:00;47;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Todo mês;13/05/1976 00:00;43;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;20;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;out/19
Ate seis meses;Nunca;09/04/1953 00:00;66;FEMININO;SIM;SIM;Superior incompleto ou mais;Branca;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Ate seis meses;Nunca;30/12/1965 00:00;53;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Entre cinco e dez anos;Nunca;15/10/1994 00:00;25;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;150;ENDERECO FORA AREA CRAS;BARREIRO;19 a 24 Meses;out/19
Ate seis meses;Todo mês;24/06/1995 00:00;24;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;300;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Todo mês;06/07/2012 00:00;7;FEMININO;SIM;SIM;Sem instrucao;Parda;Ate R$89,00;;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Entre dois e cinco anos;Nunca;21/05/1982 00:00;37;FEMININO;SIM;SIM;Sem instrucao;Parda;Ate R$89,00;35;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre dois e cinco anos;Todo mês;17/03/1990 00:00;29;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;PAMPULHA;25 a 36 Meses;out/19
Ate seis meses;Nunca;23/01/1978 00:00;41;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Nunca;10/06/1986 00:00;33;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;out/19
Entre dois e cinco anos;Todo ano;28/03/1961 00:00;58;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Ate seis meses;Nunca;05/08/1990 00:00;29;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;50;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre cinco e dez anos;Nunca;28/04/1970 00:00;49;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Mais de dez anos;Quase nunca;01/08/1977 00:00;42;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;12/09/1971 00:00;48;FEMININO;SIM;SIM;Medio incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre cinco e dez anos;Nunca;02/05/1975 00:00;44;FEMININO;SIM;SIM;Sem instrucao;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;04/10/1973 00:00;46;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Ate seis meses;Nunca;07/05/1997 00:00;22;FEMININO;SIM;SIM;Medio incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Nunca;11/08/1998 00:00;21;FEMININO;SIM;SIM;Medio incompleto;Preta;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Mais de dez anos;Nunca;19/04/1980 00:00;39;FEMININO;SIM;SIM;Medio incompleto;Preta;Ate R$89,00;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Entre cinco e dez anos;Nunca;06/11/1968 00:00;50;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Nunca;04/06/1971 00:00;48;FEMININO;SIM;SIM;Fundamental completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;03/02/1982 00:00;37;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;60;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre um e dois anos;Todo mês;09/12/1985 00:00;33;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Ate seis meses;Toda semana;21/12/1980 00:00;38;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Entre seis meses e um ano;Quase nunca;21/12/1982 00:00;36;FEMININO;SIM;SIM;Medio completo;Branca;Ate R$89,00;50;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre seis meses e um ano;Todo mês;14/12/1982 00:00;36;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;19 a 24 Meses;out/19
Ate seis meses;Todo ano;18/02/1995 00:00;24;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;19 a 24 Meses;out/19
Entre um e dois anos;Nunca;31/01/1980 00:00;39;FEMININO;SIM;SIM;Sem instrucao;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Todo mês;01/02/1976 00:00;43;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre um e dois anos;Toda semana;24/02/1979 00:00;40;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Entre seis meses e um ano;Todo mês;08/05/1994 00:00;25;FEMININO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NORTE;ate 12 Meses;out/19
Entre seis meses e um ano;Todo mês;30/09/1990 00:00;29;FEMININO;SIM;SIM;Medio completo;Parda;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;25 a 36 Meses;out/19
Ate seis meses;Toda semana;30/01/1986 00:00;33;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;12/12/1995 00:00;23;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Ate seis meses;Nunca;08/12/1972 00:00;46;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;80;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre dois e cinco anos;Quase nunca;27/10/1985 00:00;33;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Todo mês;13/12/1987 00:00;31;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Todo mês;02/04/1975 00:00;44;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;19 a 24 Meses;out/19
Entre seis meses e um ano;Todo mês;19/02/1973 00:00;46;FEMININO;SIM;SIM;Sem instrucao;Preta;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;19 a 24 Meses;out/19
Ate seis meses;Todo dia;05/07/1982 00:00;37;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
